Work ID,State,Work Type,Work Category,Recommended Amount (INR),Sanction Date,Completion Date,ratio_disbursed_to_recommended,has_underspend,n_payments,n_vendors,max_payment_share,span_days,ratio_disbursed_to_recommended,n_payments_zscore_by_worktype,n_payments_zscore_by_state,n_vendors_zscore_by_worktype,n_vendors_zscore_by_state,max_payment_share_zscore_by_worktype,max_payment_share_zscore_by_state,span_days_zscore_by_worktype,span_days_zscore_by_state,ratio_disbursed_to_recommended_zscore_by_worktype,ratio_disbursed_to_recommended_zscore_by_state
WS/MP620/2024-2025/133166,Karnataka,Construction of buildings for community cultural activities,Normal/Others,497185.0,2024-07-09,2024-10-14,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP620/2024-2025/133303,Karnataka,Construction of buildings for community cultural activities,Normal/Others,399104.0,2024-07-25,2025-02-14,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP620/2024-2025/133312,Karnataka,Construction of buildings for community cultural activities,Normal/Others,498091.0,2024-07-25,2025-06-09,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP345/2024-2025/134140,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,293492.0,2024-07-29,2024-08-12,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133686,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,300000.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133687,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,300000.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133688,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,300000.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133689,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,300000.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133690,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,300000.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133691,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,300000.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133693,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,300000.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133694,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,300000.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133696,Punjab,Installing community drinking water plants,Normal/Others,84500.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133701,Punjab,Installing community drinking water plants,Normal/Others,84500.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18152/2024-2025/133703,Punjab,Installing community drinking water plants,Normal/Others,84500.0,2024-08-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP498/2024-2025/133447,West Bengal,Construction of culverts and bridges,Normal/Others,1602957.0,2024-08-07,2026-07-27,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP345/2024-2025/134143,Kerala,Construction of buildings for community cultural activities,Normal/Others,1182588.0,2024-08-13,2024-10-28,1.0,False,2,2,0.9437242725277104,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP345/2024-2025/134144,Kerala,Construction of buildings for community cultural activities,Normal/Others,338444.0,2024-08-13,2024-08-17,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18278/2024-2025/134668,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1500000.0,2024-08-16,2024-12-06,1.0,False,2,1,0.6,101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18278/2024-2025/134672,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,991511.0,2024-08-16,2024-10-17,1.0,False,2,1,0.5965753279590443,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP620/2024-2025/133307,Karnataka,Construction of buildings for community cultural activities,Normal/Others,398955.0,2024-08-17,2025-07-29,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP620/2024-2025/133308,Karnataka,Construction of buildings for community cultural activities,Normal/Others,399304.0,2024-08-17,2025-05-31,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP345/2024-2025/134123,Kerala,Construction of rooms and halls in school and colleges,Normal/Others,4740188.0,2024-08-19,2024-12-06,1.0,False,2,1,0.6282761358832182,107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP620/2024-2025/133301,Karnataka,Construction of buildings for community cultural activities,Normal/Others,398009.0,2024-08-22,2025-02-03,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP620/2024-2025/133310,Karnataka,Construction of buildings for community cultural activities,Normal/Others,247583.0,2024-08-22,2025-05-31,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/134703,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-08-23,2025-01-31,0.999986,False,1,1,1.0,0,0.999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/135593,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,450000.0,2024-08-23,2024-12-05,0.99716,True,1,1,1.0,0,0.99716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/135595,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,450000.0,2024-08-23,2024-12-05,0.9977111111111112,True,1,1,1.0,0,0.9977111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/135645,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,400000.0,2024-08-23,2024-10-25,0.9945925,True,1,1,1.0,0,0.9945925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/135646,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,100000.0,2024-08-23,2024-10-25,0.99809,True,1,1,1.0,0,0.99809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/135647,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-08-23,2024-10-25,0.995532,True,1,1,1.0,0,0.995532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/135648,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-08-23,2025-01-07,0.99914,False,2,1,0.8856916948575775,47,0.99914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/135649,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-08-23,2025-03-27,0.981258,True,1,1,1.0,0,0.981258,-0.6546536707079776,0.0,0.0,0.0,0.5785831605856262,0.0,-0.5958736191020043,0.0,-9.034479505838892,0.0
WS/MP18006/2024-2025/135650,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-08-23,2025-01-07,0.999562,False,2,1,0.8851576990721937,47,0.999562,1.632993161855452,0.0,0.0,0.0,-0.2046124281578315,0.0,0.9083288143692988,0.0,0.5549689093379159,0.0
WS/MP18006/2024-2025/135651,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-08-23,2025-01-07,0.999564,False,2,1,0.8855500998435318,47,0.999564,1.414213562373095,0.0,0.0,0.0,-0.19289560031220368,0.0,0.8412202337350724,0.0,0.5250491633835911,0.0
WS/MP18006/2024-2025/135652,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-08-23,2025-01-07,0.99873,True,2,1,0.8859151121924844,47,0.99873,1.2649110640673515,1.5275252316519474,0.0,0.0,-0.1824868720524822,-1.5189736734928947,0.7870798718143133,1.5275252316519465,0.3286505970982321,0.46801353713099536
WS/MP18006/2024-2025/135654,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-08-23,2025-01-07,0.998864,True,2,1,0.8873280046132407,47,0.998864,1.154700538379252,1.3228756555322951,0.0,0.0,-0.1653023733072856,-1.2910875568913092,0.742205726654179,1.3228756555322954,0.34380641670171924,0.46821942905989566
WS/MP18278/2024-2025/134638,Chhattisgarh,Construction of common work sheds/ common covered sitting area,Normal/Others,300000.0,2024-08-23,2025-02-12,1.0,False,2,1,0.5,177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18278/2024-2025/134644,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1000000.0,2024-08-23,2025-02-12,1.0,False,2,1,0.5,6,1.0,1.0690449676496971,0.0,0.0,0.0,-3.090284369655673,0.0,-0.6492067403444299,0.0,0.5784340948456025,0.0
WS/MP18278/2024-2025/134646,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,999550.0,2024-08-23,2024-11-25,1.0,False,3,1,0.499774898704417,75,1.0,3.0,0.0,0.0,0.0,-2.3692183175429626,0.0,1.7015673662408457,0.0,0.5543007260262014,0.0
WS/MP672/2024-2025/136731,Maharashtra,Lighting of public spaces,Normal/Others,999600.0,2024-08-23,2024-08-23,0.9638995598239296,True,1,1,1.0,0,0.9638995598239296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18006/2024-2025/135639,Andhra Pradesh,Providing drains and gutters for public drainage,Normal/Others,440871.0,2024-08-27,2025-08-20,1.0,False,2,1,0.9250052736514764,199,1.0,0.0,1.1832159566199236,0.0,0.0,0.0,-0.48835217429715394,0.0,7.743051533746792,0.0,0.6755809097057689
WS/MP18006/2024-2025/135640,Andhra Pradesh,Providing drains and gutters for public drainage,Normal/Others,500000.0,2024-08-27,2025-03-03,1.0,False,1,1,1.0,0,1.0,0.0,-0.9258200997725506,0.0,0.0,0.0,0.9104190449937978,0.0,-0.6330257796021357,0.0,0.6379746075959661
WS/MP18006/2024-2025/135641,Andhra Pradesh,Providing drains and gutters for public drainage,Normal/Others,489209.0,2024-08-27,2025-03-03,1.0,False,1,1,1.0,0,1.0,0.0,-0.866025403784439,0.0,0.0,0.0,0.8524307077178498,0.0,-0.6014519608201856,0.0,0.6060216181223663
WS/MP18006/2024-2025/135642,Andhra Pradesh,Providing drains and gutters for public drainage,Normal/Others,477866.0,2024-08-27,2025-02-08,1.0,False,1,1,1.0,0,1.0,0.0,-0.8164965809277251,0.0,0.0,0.0,0.8042760890689649,0.0,-0.5741755494937509,0.0,0.5784340948425764
WS/MP18006/2024-2025/135643,Andhra Pradesh,Providing drains and gutters for public drainage,Normal/Others,200000.0,2024-08-27,2025-02-08,1.0,False,1,1,1.0,0,1.0,0.0,-0.7745966692414834,0.0,0.0,0.0,0.7634570731433556,0.0,-0.5503025427138382,0.0,0.554300726023172
WS/MP18278/2024-2025/134674,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,998000.0,2024-08-28,2024-11-27,1.0,False,2,1,0.5991983967935872,89,1.0,0.6864064729836441,0.0,0.0,0.0,-1.4433851157937025,0.0,1.9748390635396158,0.0,0.5329560714885223,0.0
WS/MP492/2024-2025/134981,Uttar Pradesh,Construction of bus-sheds or bus-stops,Normal/Others,9900000.0,2024-08-28,2024-11-25,1.0,False,15,1,0.0666666666666666,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18278/2024-2025/134673,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,499906.0,2024-08-29,2024-12-03,1.0,False,2,1,0.5999247858597416,56,1.0,0.658504607868518,0.0,0.0,0.0,-1.3240597215772598,0.0,0.7528106227125643,0.0,0.5139013607012904,0.0
WS/MP18153/2024-2025/135255,Punjab,Installing community drinking water plants,Normal/Others,232062.0,2024-08-30,2024-12-30,1.0,False,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18153/2024-2025/135256,Punjab,Installing community drinking water plants,Normal/Others,232415.0,2024-08-30,2024-12-30,1.0,False,2,1,0.8085106382978723,20,1.0,0.0,31622.776601683792,0.0,0.0,0.0,-6055.425306705409,0.0,632455.5320336758,0.0,0.0
WS/MP18153/2024-2025/135257,Punjab,Installing community drinking water plants,Normal/Others,232180.0,2024-08-30,2024-12-30,1.0,False,2,1,0.851063829787234,41,1.0,0.0,3.4641016151377513,0.0,0.0,0.0,-2.6301512263082474,0.0,7.40451720235695,0.0,0.0
WS/MP18153/2024-2025/135258,Punjab,Installing community drinking water plants,Normal/Others,232415.0,2024-08-30,2024-12-30,1.0,False,2,1,0.851063829787234,51,1.0,0.0,2.449489742783177,0.0,0.0,0.0,-2.073459123439124,0.0,4.0962382916878,0.0,0.0
WS/MP18153/2024-2025/135259,Punjab,Installing community drinking water plants,Normal/Others,232650.0,2024-08-30,2024-12-30,1.0,False,2,1,0.851063829787234,14,1.0,0.0,1.9999999999999991,0.0,0.0,0.0,-1.7659950182411652,0.0,0.40802884208178164,0.0,0.0
WS/MP18153/2024-2025/135260,Punjab,Installing community drinking water plants,Normal/Others,232415.0,2024-08-30,2024-12-30,1.0,False,2,1,0.851063829787234,51,1.0,0.0,1.7320508075688774,0.0,0.0,0.0,-1.5642475671188378,0.0,2.7672708706956772,0.0,0.0
WS/MP18153/2024-2025/135261,Punjab,Installing community drinking water plants,Normal/Others,232180.0,2024-08-30,2024-12-30,1.0,False,2,1,0.851063829787234,51,1.0,0.0,1.549193338482967,0.0,0.0,0.0,-1.4188635074222649,0.0,2.229125936826321,0.0,0.0
WS/MP18153/2024-2025/135262,Punjab,Installing community drinking water plants,Normal/Others,232697.0,2024-08-30,2024-12-30,1.0,False,2,1,0.851063829787234,14,1.0,0.816496580927727,1.414213562373095,0.0,0.0,-0.7145446229081005,-1.3076969108244532,-0.3982919941686169,0.06670373459650704,0.0,0.0
WS/MP18153/2024-2025/135263,Punjab,Installing community drinking water plants,Normal/Others,232415.0,2024-08-30,2024-12-30,1.0,False,2,1,0.8064668803648646,21,1.0,0.7559289460184547,1.3093073414159548,0.0,0.0,-1.2566234612433298,-1.8112374624678573,-0.047130931640335154,0.4246656830344172,0.0,0.0
WS/MP18153/2024-2025/135264,Punjab,Purchase of mobile water tankers,Normal/Others,241056.0,2024-08-30,2025-04-04,1.0,False,2,1,0.8333333333333334,23,1.0,0.0,1.2247448713915883,0.0,0.0,0.0,-1.2970704598602767,0.0,0.5170425584814741,0.0,0.0
WS/MP18153/2024-2025/135265,Punjab,Purchase of mobile water tankers,Normal/Others,240833.0,2024-08-30,2025-04-04,1.0,False,2,1,0.8336855829558242,23,1.0,0.0,1.154700538379252,0.0,0.0,0.0,-1.213578261761697,0.0,0.5014005131370283,0.0,0.0
WS/MP18153/2024-2025/135266,Punjab,Installing community drinking water plants,Normal/Others,232415.0,2024-08-30,2024-12-30,1.0,False,2,1,0.851063829787234,51,1.0,0.7071067811865479,1.095445115010332,0.0,0.0,-0.5511094738442296,-0.9335170174940279,1.4315426563852576,2.010203599502767,0.0,0.0
WS/MP18152/2024-2025/133692,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,299155.0,2024-09-02,2025-04-07,1.0,False,2,1,0.7241129180525145,0,1.0,0.0,1.044465935734186,0.0,0.0,0.0,-2.467806762702802,0.0,-0.8028836651582615,0.0,0.0
WS/MP18152/2024-2025/133695,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,197304.0,2024-09-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,-0.49999999999999967,-1.0,0.0,0.0,0.4932937517819444,0.9583212977435508,-0.3333333333333333,-0.7756315349925288,0.0,0.0
WS/MP18152/2024-2025/133697,Punjab,Construction of rooms and halls in school and colleges,Normal/Others,298940.0,2024-09-02,2025-04-07,1.0,False,2,2,0.7606968507705562,6,1.0,2.1213203435596446,1.0408329997330663,31622.776601683792,31622.776601683792,-1.4257515134062906,-1.7869496926739539,-0.12117138697841452,-0.438070776498424,0.0,0.0
WS/MP18152/2024-2025/133699,Punjab,Installing community drinking water plants,Normal/Others,84500.0,2024-09-02,2025-04-07,1.0,False,1,1,1.0,0,1.0,-1.4999999999999993,-1.0,0.0,-0.20000000000000098,1.4691609287686342,0.9536600924464225,-1.150113709355352,-0.7459204705279839,0.0,0.0
WS/MP18152/2024-2025/133702,Punjab,Installing community drinking water plants,Normal/Others,84500.0,2024-09-02,2025-05-07,1.0,False,1,1,1.0,0,1.0,-1.3416407864998732,-0.9636241116594303,0.0,-0.19611613513818316,1.3177754551367127,0.920459124900013,-1.0593608887552408,-0.7245493656720092,0.0,0.0
WS/MP18006/2024-2025/135655,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-09-03,2024-12-14,0.984804,True,1,1,1.0,0,0.984804,-1.0864289525102218,-0.7385489458759974,0.0,0.0,0.8844330179665594,0.7282823292148248,-0.973881109318207,-0.5291793690586839,-3.105946310889698,-2.9254278253052695
WS/MP18006/2024-2025/135656,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-09-03,2024-12-14,0.993962,True,1,1,1.0,0,0.993962,-1.028991510855054,-0.7071067811865472,0.0,0.0,0.8456599449410073,0.6975605203073044,-0.927484910870662,-0.5103156688485863,-0.6568285861961063,-0.5749285887688677
WS/MP18153/2024-2025/137278,Punjab,Installing community drinking water plants,Normal/Others,232650.0,2024-09-03,2024-12-30,1.0,False,2,1,0.851063829787234,51,1.0,0.816496580927727,1.074172311059149,0.0,-0.19245008972987593,-0.6808635611880094,-0.7413051307613004,1.4178885048845655,2.0454114476571674,0.0,0.0
WS/MP18153/2024-2025/137279,Punjab,Installing community drinking water plants,Normal/Others,232415.0,2024-09-03,2025-03-18,1.0,False,2,1,0.8936170212765957,118,1.0,0.7745966692414834,1.0350983390135318,0.0,-0.18898223650461454,-0.10122818144609809,-0.2515569275550037,4.369676632526765,5.316394511882047,0.0,0.0
WS/MP18153/2024-2025/137280,Punjab,Installing community drinking water plants,Normal/Others,232062.0,2024-09-03,2024-12-30,1.0,False,1,1,1.0,0,1.0,-1.3540064007726587,-1.0,0.0,-0.18569533817705264,1.3152816549658963,0.9468872072708169,-0.9226533576815124,-0.6677673313006159,0.0,0.0
WS/MP18153/2024-2025/137281,Punjab,Installing community drinking water plants,Normal/Others,232415.0,2024-09-03,2024-12-30,1.0,False,2,1,0.851063829787234,51,1.0,0.7977240352174656,1.0327955589886448,0.0,-0.1825741858350551,-0.7239933576675285,-0.7568123018173124,0.7891046911118482,1.2752096564045143,0.0,0.0
WS/MP18153/2024-2025/137282,Punjab,Installing community drinking water plants,Normal/Others,232297.0,2024-09-03,2024-12-30,1.0,False,2,1,0.8510656616314459,51,1.0,0.7637626158259727,1.0,0.0,-0.1796053020267749,-0.6951354508734007,-0.7382942958696374,0.7557734794778509,1.224401362570677,0.0,0.0
WS/MP18153/2024-2025/137283,Punjab,Installing community drinking water plants,Normal/Others,232497.0,2024-09-03,2025-01-08,1.0,False,2,1,0.7656872991909573,29,1.0,0.7337993857053422,0.9701425001453317,0.0,-0.17677669529663692,-1.8150833134020705,-1.695091349257449,-0.008348711444519883,0.360755395332589,0.0,0.0
WS/MP18153/2024-2025/137284,Punjab,Installing community drinking water plants,Normal/Others,231710.0,2024-09-03,2024-12-30,1.0,False,2,1,0.851063829787234,41,1.0,0.7071067811865479,0.9428090415820631,0.0,-0.17407765595569674,-0.5554990148869348,-0.6542656462841163,0.4024862325776707,0.8070159953664771,0.0,0.0
WS/MP18153/2024-2025/137285,Punjab,Installing community drinking water plants,Normal/Others,232767.0,2024-09-03,2024-12-30,1.0,False,2,1,0.7659590921393497,13,1.0,0.6831300510639736,0.9176629354822472,0.0,-0.1714985851425079,-1.6447227146934633,-1.5952452330022535,-0.5853096196287209,-0.27280556838895725,0.0,0.0
WS/MP18153/2024-2025/137286,Punjab,Installing community drinking water plants,Normal/Others,232767.0,2024-09-03,2025-01-07,1.0,False,1,1,1.0,0,1.0,-1.5118578920369097,-1.1180339887498953,0.0,-0.16903085094570217,1.4194995081148722,1.0521041661441037,-1.028661776099538,-0.7677494474638507,0.0,0.0
WS/MP18153/2024-2025/137287,Punjab,Installing community drinking water plants,Normal/Others,233002.0,2024-09-03,2024-12-30,1.0,False,2,1,0.8510656560887889,41,1.0,0.7071067811865479,0.9219544457292891,0.0,-0.1666666666666657,-0.5015949011576147,-0.6125568107928204,0.4662004420502587,0.8316941841774528,0.0,0.0
WS/MP18153/2024-2025/137288,Punjab,Installing community drinking water plants,Normal/Others,232532.0,2024-09-03,2024-12-30,1.0,False,2,1,0.8085123767911513,20,1.0,0.6859943405700348,0.899735410842437,0.0,-0.16439898730535804,-1.0218172785463702,-1.0726276081228334,-0.3008069344708156,-0.001020462885514127,0.0,0.0
WS/MP18153/2024-2025/137289,Punjab,Installing community drinking water plants,Normal/Others,232297.0,2024-09-03,2024-12-30,1.0,False,2,1,0.8510656616314459,14,1.0,0.6666666666666664,0.8790490729915322,0.0,-0.1622214211307613,-0.4496712206960202,-0.5730889101185743,-0.5142370359851408,-0.2367143384788823,0.0,0.0
WS/MP18153/2024-2025/137290,Punjab,Installing community drinking water plants,Normal/Others,232650.0,2024-09-03,2024-12-30,1.0,False,2,1,0.8936170212765957,51,1.0,0.64888568452305,0.8597269536210947,0.0,-0.16012815380508644,0.10125124460132401,-0.08912602460111897,0.8722643651302311,1.2374406716520403,0.0,0.0
WS/MP18153/2024-2025/137291,Punjab,Installing community drinking water plants,Normal/Others,231240.0,2024-09-03,2024-12-30,1.0,False,2,1,0.851063829787234,51,1.0,0.6324555320336758,0.841625411530174,0.0,-0.1581138830084189,-0.4513130128794761,-0.5683369768614369,0.8451410386711263,1.2000525393771213,0.0,0.0
WS/MP18153/2024-2025/137292,Punjab,Installing community drinking water plants,Normal/Others,232650.0,2024-09-03,2024-12-30,1.0,False,2,1,0.8085106382978723,20,1.0,0.617213399848367,0.8246211251235329,0.0,-0.15617376188860535,-1.0004259657479955,-1.043660060117892,-0.34291172766907674,-0.05337675335295382,0.0,0.0
WS/MP18153/2024-2025/137293,Punjab,Installing community drinking water plants,Normal/Others,231827.0,2024-09-03,2024-12-30,1.0,False,2,1,0.8085123820780151,1,1.0,0.6030226891555271,0.8086075400626396,0.0,-0.15430334996209286,-0.9675799495146484,-1.0186125325467292,-1.0602586922529635,-0.808843987305928,0.0,0.0
WS/MP18278/2024-2025/134649,Chhattisgarh,Construction of culverts and bridges,Normal/Others,998871.0,2024-09-03,2025-03-05,1.0,False,2,1,0.5005651380408481,280,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18278/2024-2025/134631,Chhattisgarh,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",Normal/Others,500000.0,2024-09-04,2024-12-05,1.0,False,2,1,0.6,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS/MP18278/2024-2025/134632,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1000000.0,2024-09-04,2025-02-07,1.0,False,2,1,0.6,137,1.0,0.7348469228349536,0.0,0.0,0.0,-1.3356648982573673,0.0,3.290131072539677,0.0,0.5890710408514898,0.0
WS/MP18278/2024-2025/134633,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,1000000.0,2024-09-04,2025-01-10,1.0,False,2,1,0.6,106,1.0,0.7092993656151905,-0.33333333333333387,0.0,0.0,-1.2550606271003635,0.8310793528214814,1.8395686500455406,0.027077014337830524,0.5710414854216138,0.0
WS/MP529/2024-2025/136495,Andhra Pradesh,Providing supply pipelines for drinking water,Normal/Others,300000.0,2024-09-04,2025-01-02,1.0,False,1,1,1.0,0,1.0,0.0,-0.6793662204867581,0.0,0.0,0.0,0.6704250207307023,0.0,-0.4933353723281066,0.0,0.6309293093201646
WS/MP18006/2024-2025/136185,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-09-06,2025-05-01,0.881266,True,1,1,1.0,0,0.881266,-1.0674899923282328,-0.6546536707079776,0.0,0.0,0.9033503887848218,0.6462283243709646,-0.9056483681344976,-0.4779445839907937,-24.2547687769262,-23.07874321475162
WS/MP18006/2024-2025/136186,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-09-06,2024-11-30,0.99514,True,1,1,1.0,0,0.99514,-1.0210549404852611,-0.6324555320336764,0.0,0.0,0.8696688140199199,0.624475599378083,-0.8718080957120492,-0.4639098501177048,0.11117055448504258,0.14734886875467765
WS/MP18006/2024-2025/136187,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,500000.0,2024-09-06,2024-11-30,0.984276,True,1,1,1.0,0,0.984276,-0.9801960588196076,-0.6123724356957945,0.0,0.0,0.8394939662692169,0.6047813181525694,-0.8414981646050212,-0.4510430619985214,-0.35954285364796873,-0.2986163087875211
WS/MP18006/2024-2025/136188,Andhra Pradesh,Construction of boundary walls of existing public and community buildings,Normal/Others,500000.0,2024-09-06,2024-12-19,0.976896,True,1,1,1.0,0,0.976896,0.0,-0.5940885257860049,0.0,0.0,0.0,0.5868400531494715,0.0,-0.43919072602682496,0.0,-0.5982478349995782
